",client_id,age,job,marital,education,credit_default,mortgage,month,day,contact_duration,number_contacts,previous_campaign_contacts,previous_outcome,cons_price_idx,euribor_three_months,campaign_outcome"
"569,21164,47,admin.,married,university.degree,no,no,aug,5,94,2,0,nonexistent,93.444,4.963,no"
"570,21165,35,technician,married,professional.course,no,yes,aug,24,70,2,0,nonexistent,93.444,4.963,no"
"571,21166,43,management,married,university.degree,no,no,aug,7,121,5,0,nonexistent,93.444,4.963,no"
"572,21167,33,technician,single,professional.course,no,no,aug,6,145,3,0,nonexistent,93.444,4.963,no"
"573,21168,32,admin.,single,university.degree,no,yes,aug,23,61,2,0,nonexistent,93.444,4.963,no"
"574,21169,31,technician,single,university.degree,no,yes,aug,14,143,2,0,nonexistent,93.444,4.963,no"
"575,21170,38,admin.,divorced,university.degree,no,no,aug,24,172,2,0,nonexistent,93.444,4.963,no"
"576,21171,33,management,married,high.school,unknown,yes,aug,5,71,3,0,nonexistent,93.444,4.963,no"
"577,21172,35,admin.,married,university.degree,unknown,no,aug,16,45,3,0,nonexistent,93.444,4.963,no"
"578,21173,36,admin.,married,high.school,no,no,aug,31,91,2,0,nonexistent,93.444,4.963,no"
"579,21174,31,admin.,married,university.degree,no,yes,aug,24,513,4,0,nonexistent,93.444,4.963,no"
"580,21175,31,management,married,university.degree,no,no,aug,22,92,3,0,nonexistent,93.444,4.963,no"
"581,21176,37,technician,married,professional.course,no,yes,aug,6,89,2,0,nonexistent,93.444,4.963,no"
"582,21177,30,technician,single,university.degree,no,yes,aug,1,96,2,0,nonexistent,93.444,4.963,no"
"583,21178,38,entrepreneur,single,university.degree,no,no,aug,17,115,2,0,nonexistent,93.444,4.963,no"
"584,21179,46,blue-collar,married,basic.6y,unknown,yes,aug,22,121,2,0,nonexistent,93.444,4.963,no"
"585,21180,49,unemployed,married,high.school,no,yes,aug,26,119,4,0,nonexistent,93.444,4.963,no"
"586,21181,33,technician,single,professional.course,no,no,aug,24,176,2,0,nonexistent,93.444,4.963,no"
"587,21182,36,self-employed,married,high.school,unknown,no,aug,24,507,5,0,nonexistent,93.444,4.963,no"
"588,21183,41,technician,married,high.school,no,no,aug,14,69,3,0,nonexistent,93.444,4.963,no"
"589,21184,32,technician,married,high.school,unknown,no,aug,2,98,3,0,nonexistent,93.444,4.963,no"
"590,21185,39,services,married,high.school,unknown,no,aug,18,195,2,0,nonexistent,93.444,4.963,no"
"591,21186,45,technician,divorced,university.degree,no,no,aug,15,104,2,0,nonexistent,93.444,4.963,no"
"592,21187,32,admin.,single,university.degree,no,no,aug,1,515,3,0,nonexistent,93.444,4.963,no"
"593,21188,36,admin.,married,university.degree,unknown,no,aug,11,86,4,0,nonexistent,93.444,4.963,no"
"594,21189,38,admin.,single,university.degree,no,yes,aug,19,40,2,0,nonexistent,93.444,4.963,no"
"595,21190,35,admin.,single,university.degree,no,yes,aug,23,100,3,0,nonexistent,93.444,4.963,no"
"596,21191,34,admin.,single,university.degree,unknown,no,aug,17,27,12,0,nonexistent,93.444,4.963,no"
"597,21192,33,technician,single,professional.course,no,no,aug,21,97,3,0,nonexistent,93.444,4.963,no"
"598,21193,50,admin.,married,university.degree,no,yes,aug,20,166,2,0,nonexistent,93.444,4.963,no"
"599,21194,49,services,married,basic.4y,unknown,no,aug,3,309,2,0,nonexistent,93.444,4.963,yes"
"600,21195,50,services,married,basic.9y,unknown,yes,aug,5,113,2,0,nonexistent,93.444,4.963,no"
"601,21196,37,technician,married,university.degree,no,no,aug,25,124,2,0,nonexistent,93.444,4.963,no"
"602,21197,35,technician,married,professional.course,no,yes,aug,3,207,3,0,nonexistent,93.444,4.963,no"
"603,21198,35,technician,married,professional.course,no,yes,aug,10,90,3,0,nonexistent,93.444,4.963,no"
"604,21199,40,technician,married,professional.course,no,yes,aug,3,100,2,0,nonexistent,93.444,4.963,no"
"605,21200,38,technician,married,university.degree,no,no,aug,30,219,2,0,nonexistent,93.444,4.963,no"
"606,21201,33,technician,single,high.school,no,no,aug,24,129,2,0,nonexistent,93.444,4.963,no"
"607,21202,29,admin.,married,high.school,no,no,aug,24,128,2,0,nonexistent,93.444,4.963,no"
"608,21203,30,self-employed,single,university.degree,no,yes,aug,28,75,4,0,nonexistent,93.444,4.963,no"
"609,21204,38,technician,divorced,university.degree,unknown,yes,aug,6,67,2,0,nonexistent,93.444,4.963,no"
"610,21205,46,services,married,unknown,unknown,yes,aug,18,111,2,0,nonexistent,93.444,4.963,no"
"611,21206,52,housemaid,married,basic.4y,unknown,no,aug,13,498,2,0,nonexistent,93.444,4.963,no"
"612,21207,31,management,married,university.degree,no,yes,aug,30,203,2,0,nonexistent,93.444,4.963,no"
"613,21208,31,admin.,single,university.degree,no,yes,aug,20,96,7,0,nonexistent,93.444,4.963,no"
"614,21209,34,admin.,divorced,university.degree,no,yes,aug,27,111,4,0,nonexistent,93.444,4.963,no"
"615,21210,42,technician,married,professional.course,no,yes,aug,14,245,7,0,nonexistent,93.444,4.963,no"
"616,21211,52,housemaid,married,basic.4y,unknown,no,aug,26,585,2,0,nonexistent,93.444,4.963,no"
"617,21212,33,admin.,married,university.degree,no,yes,aug,26,140,7,0,nonexistent,93.444,4.963,no"
"618,21213,44,admin.,divorced,university.degree,no,yes,aug,30,240,2,0,nonexistent,93.444,4.963,no"
"619,21214,41,admin.,married,university.degree,unknown,yes,aug,1,235,2,0,nonexistent,93.444,4.963,no"
"620,21215,34,admin.,married,university.degree,no,yes,aug,6,98,4,0,nonexistent,93.444,4.963,no"
"621,21216,39,technician,single,professional.course,unknown,yes,aug,28,129,2,0,nonexistent,93.444,4.963,no"
"622,21217,33,admin.,married,university.degree,no,yes,aug,2,315,2,0,nonexistent,93.444,4.963,no"
"623,21218,36,admin.,married,university.degree,no,yes,aug,10,147,5,0,nonexistent,93.444,4.963,no"
"624,21219,43,technician,married,university.degree,no,yes,aug,16,134,4,0,nonexistent,93.444,4.963,no"
"625,21220,45,technician,married,professional.course,no,yes,aug,9,95,4,0,nonexistent,93.444,4.963,no"
"626,21221,48,blue-collar,married,unknown,no,no,aug,10,63,1,0,nonexistent,93.444,4.963,no"
"627,21222,38,admin.,married,university.degree,no,no,aug,15,431,4,0,nonexistent,93.444,4.963,no"
"628,21223,29,technician,single,high.school,no,yes,aug,31,29,2,0,nonexistent,93.444,4.963,no"
"629,21224,52,housemaid,married,basic.4y,unknown,yes,aug,14,197,2,0,nonexistent,93.444,4.963,no"
"630,21225,41,self-employed,married,university.degree,no,yes,aug,8,93,1,0,nonexistent,93.444,4.963,no"
"631,21226,41,technician,married,high.school,no,no,aug,28,697,2,0,nonexistent,93.444,4.963,yes"
"632,21227,36,technician,married,professional.course,no,no,aug,4,168,1,0,nonexistent,93.444,4.963,no"
"633,21228,36,admin.,divorced,university.degree,unknown,yes,aug,26,280,1,0,nonexistent,93.444,4.963,no"
"634,21229,35,technician,married,professional.course,no,no,aug,20,80,1,0,nonexistent,93.444,4.963,no"
"635,21230,35,technician,married,professional.course,no,yes,aug,23,209,1,0,nonexistent,93.444,4.963,no"
"636,21231,35,admin.,single,university.degree,no,yes,aug,27,201,1,0,nonexistent,93.444,4.963,no"
"637,21232,32,management,married,university.degree,no,no,aug,29,119,4,0,nonexistent,93.444,4.963,no"
"638,21233,35,admin.,single,university.degree,no,no,aug,30,306,1,0,nonexistent,93.444,4.963,no"
"639,21234,50,services,married,basic.6y,unknown,no,aug,24,161,1,0,nonexistent,93.444,4.963,no"
"640,21235,29,admin.,married,high.school,no,yes,aug,1,36,3,0,nonexistent,93.444,4.963,no"
"641,21236,35,admin.,married,university.degree,unknown,no,aug,31,29,1,0,nonexistent,93.444,4.963,no"
"642,21237,42,technician,married,professional.course,no,no,aug,6,79,1,0,nonexistent,93.444,4.963,no"
"643,21238,35,technician,married,professional.course,no,no,aug,16,192,1,0,nonexistent,93.444,4.963,no"
"644,21239,34,admin.,married,university.degree,no,no,aug,2,199,1,0,nonexistent,93.444,4.963,no"
"645,21240,31,technician,single,university.degree,no,yes,aug,2,144,1,0,nonexistent,93.444,4.963,no"
"646,21241,33,admin.,married,university.degree,no,yes,aug,2,702,1,0,nonexistent,93.444,4.963,no"
"647,21242,33,unemployed,divorced,professional.course,no,yes,aug,29,331,1,0,nonexistent,93.444,4.963,no"
"648,21243,35,housemaid,single,professional.course,no,yes,aug,6,111,1,0,nonexistent,93.444,4.963,no"
"649,21244,47,admin.,married,university.degree,no,no,aug,5,471,1,0,nonexistent,93.444,4.963,no"
"650,21245,30,admin.,married,university.degree,unknown,yes,aug,1,142,2,0,nonexistent,93.444,4.963,no"
"651,21246,36,admin.,divorced,university.degree,unknown,yes,aug,3,58,2,0,nonexistent,93.444,4.963,no"
"652,21247,50,blue-collar,married,basic.9y,no,yes,aug,24,68,3,0,nonexistent,93.444,4.963,no"
"653,21248,44,blue-collar,married,basic.4y,no,yes,aug,31,79,1,0,nonexistent,93.444,4.963,no"
"654,21249,38,technician,divorced,university.degree,unknown,no,aug,19,102,5,0,nonexistent,93.444,4.963,no"
"655,21250,34,admin.,married,university.degree,no,yes,aug,13,87,3,0,nonexistent,93.444,4.963,no"
"656,21251,33,management,married,university.degree,no,yes,aug,29,128,1,0,nonexistent,93.444,4.963,no"
"657,21252,36,self-employed,married,high.school,unknown,yes,aug,27,114,1,0,nonexistent,93.444,4.963,no"
"658,21253,40,technician,married,professional.course,no,no,aug,31,170,3,0,nonexistent,93.444,4.963,no"
"659,21254,36,self-employed,married,high.school,unknown,yes,aug,17,101,1,0,nonexistent,93.444,4.963,no"
"660,21255,31,technician,single,professional.course,no,yes,aug,11,263,2,0,nonexistent,93.444,4.963,no"
"661,21256,41,technician,married,professional.course,no,yes,aug,20,80,3,0,nonexistent,93.444,4.963,no"
"662,21257,31,admin.,single,high.school,no,no,aug,13,52,2,0,nonexistent,93.444,4.963,no"
"663,21258,30,technician,married,professional.course,no,yes,aug,21,254,4,0,nonexistent,93.444,4.963,no"
"664,21259,59,technician,married,professional.course,unknown,yes,aug,10,571,1,0,nonexistent,93.444,4.963,no"
"665,21260,41,self-employed,married,university.degree,no,no,aug,14,173,2,0,nonexistent,93.444,4.963,no"
"666,21261,32,admin.,married,university.degree,no,yes,aug,29,150,1,0,nonexistent,93.444,4.963,no"
"667,21262,37,admin.,married,professional.course,unknown,yes,aug,31,70,1,0,nonexistent,93.444,4.963,no"
"668,21263,51,admin.,married,university.degree,unknown,yes,aug,24,204,5,0,nonexistent,93.444,4.963,no"
"669,21264,32,admin.,married,university.degree,no,yes,aug,19,130,1,0,nonexistent,93.444,4.963,no"
"670,21265,30,technician,single,professional.course,no,yes,aug,16,191,1,0,nonexistent,93.444,4.963,no"
"671,21266,42,technician,married,university.degree,unknown,yes,aug,30,147,1,0,nonexistent,93.444,4.963,no"
"672,21267,38,admin.,married,university.degree,no,no,aug,6,65,4,0,nonexistent,93.444,4.963,no"
"673,21268,44,blue-collar,married,basic.4y,no,yes,aug,13,781,1,0,nonexistent,93.444,4.963,no"
"674,21269,30,technician,single,professional.course,unknown,yes,aug,14,74,2,0,nonexistent,93.444,4.963,no"
"675,21270,40,technician,married,professional.course,no,no,aug,12,80,7,0,nonexistent,93.444,4.963,no"
"676,21271,50,blue-collar,married,basic.9y,no,no,aug,16,66,2,0,nonexistent,93.444,4.963,no"
"677,21272,52,admin.,divorced,university.degree,no,no,aug,6,91,2,0,nonexistent,93.444,4.963,no"
"678,21273,38,technician,married,university.degree,no,no,aug,8,280,10,0,nonexistent,93.444,4.963,no"
"679,21274,54,blue-collar,married,basic.9y,no,yes,aug,4,956,1,0,nonexistent,93.444,4.963,yes"
"680,21275,48,blue-collar,married,unknown,no,yes,aug,13,346,3,0,nonexistent,93.444,4.963,no"
"681,21276,41,technician,married,high.school,no,yes,aug,23,212,1,0,nonexistent,93.444,4.963,no"
"682,21277,54,blue-collar,married,basic.9y,unknown,yes,aug,22,143,2,0,nonexistent,93.444,4.963,no"
"683,21278,31,admin.,single,high.school,no,no,aug,1,93,2,0,nonexistent,93.444,4.963,no"
"684,21279,36,technician,single,high.school,unknown,no,aug,14,65,2,0,nonexistent,93.444,4.963,no"
"685,21280,34,admin.,single,university.degree,unknown,no,aug,3,103,3,0,nonexistent,93.444,4.963,no"
"686,21281,53,retired,divorced,professional.course,no,no,aug,25,119,3,0,nonexistent,93.444,4.963,no"
"687,21282,42,technician,married,professional.course,no,no,aug,12,271,4,0,nonexistent,93.444,4.963,no"
"688,21283,42,technician,married,professional.course,no,yes,aug,20,223,2,0,nonexistent,93.444,4.963,no"
"689,21284,55,technician,married,professional.course,no,yes,aug,20,199,4,0,nonexistent,93.444,4.963,no"
"690,21285,34,admin.,single,university.degree,unknown,no,aug,15,1126,3,0,nonexistent,93.444,4.963,no"
"691,21286,30,admin.,married,university.degree,no,no,aug,10,514,7,0,nonexistent,93.444,4.963,no"
"692,21287,47,admin.,married,university.degree,no,yes,aug,15,75,1,0,nonexistent,93.444,4.963,no"
"693,21288,37,admin.,married,professional.course,unknown,no,aug,15,392,1,0,nonexistent,93.444,4.963,no"
"694,21289,33,unemployed,divorced,professional.course,no,yes,aug,25,150,2,0,nonexistent,93.444,4.963,no"
"695,21290,33,unemployed,divorced,professional.course,no,yes,aug,22,151,2,0,nonexistent,93.444,4.963,no"
"696,21291,31,self-employed,single,professional.course,no,yes,aug,6,215,3,0,nonexistent,93.444,4.963,no"
"697,21292,35,admin.,single,university.degree,no,yes,aug,20,547,6,0,nonexistent,93.444,4.963,no"
"698,21293,45,technician,divorced,university.degree,no,yes,aug,21,100,1,0,nonexistent,93.444,4.963,no"
"699,21294,31,management,married,university.degree,no,yes,aug,16,85,1,0,nonexistent,93.444,4.963,no"
"700,21295,30,admin.,married,university.degree,no,no,aug,29,180,1,0,nonexistent,93.444,4.963,no"
"701,21296,30,technician,single,university.degree,unknown,yes,aug,26,86,1,0,nonexistent,93.444,4.963,no"
"702,21297,31,technician,married,professional.course,no,no,aug,4,22,1,0,nonexistent,93.444,4.963,no"
"703,21298,41,technician,married,professional.course,no,yes,aug,14,75,1,0,nonexistent,93.444,4.963,no"
"704,21299,36,admin.,single,university.degree,unknown,yes,aug,13,134,1,0,nonexistent,93.444,4.963,no"
"705,21300,53,retired,divorced,professional.course,no,unknown,aug,2,82,2,0,nonexistent,93.444,4.963,no"
"706,21301,41,technician,married,professional.course,no,yes,aug,4,984,1,0,nonexistent,93.444,4.963,no"
"707,21302,50,services,married,basic.9y,unknown,yes,aug,17,256,3,0,nonexistent,93.444,4.963,no"
"708,21303,31,technician,single,university.degree,no,no,aug,19,249,3,0,nonexistent,93.444,4.963,no"
"709,21304,34,technician,married,high.school,unknown,yes,aug,4,48,5,0,nonexistent,93.444,4.963,no"
"710,21305,30,technician,single,university.degree,no,no,aug,3,62,3,0,nonexistent,93.444,4.963,no"
"711,21306,54,management,married,high.school,no,no,aug,10,725,4,0,nonexistent,93.444,4.963,no"
"712,21307,47,admin.,married,university.degree,no,no,aug,16,384,6,0,nonexistent,93.444,4.963,yes"
"713,21308,41,self-employed,married,university.degree,no,yes,aug,27,377,5,0,nonexistent,93.444,4.963,no"
"714,21309,38,admin.,single,university.degree,no,yes,aug,16,417,5,0,nonexistent,93.444,4.963,no"
"715,21310,29,technician,single,high.school,no,yes,aug,11,201,2,0,nonexistent,93.444,4.963,no"
"716,21311,54,management,married,university.degree,unknown,yes,aug,1,261,4,0,nonexistent,93.444,4.963,no"
"717,21312,29,housemaid,married,university.degree,no,yes,aug,26,155,2,0,nonexistent,93.444,4.963,no"
"718,21313,32,admin.,single,university.degree,unknown,yes,aug,25,128,2,0,nonexistent,93.444,4.963,no"
"719,21314,34,admin.,single,university.degree,no,yes,aug,12,103,4,0,nonexistent,93.444,4.963,no"
"720,21315,42,management,married,university.degree,no,yes,aug,19,178,2,0,nonexistent,93.444,4.963,no"
"721,21316,48,blue-collar,married,unknown,no,yes,aug,19,16,10,0,nonexistent,93.444,4.963,no"
"722,21317,41,self-employed,married,university.degree,no,no,aug,10,135,3,0,nonexistent,93.444,4.963,no"
"723,21318,31,technician,single,professional.course,no,unknown,aug,20,202,7,0,nonexistent,93.444,4.963,no"
"724,21319,30,admin.,single,university.degree,no,no,aug,28,37,2,0,nonexistent,93.444,4.963,no"
"725,21320,52,housemaid,married,basic.4y,unknown,no,aug,25,149,3,0,nonexistent,93.444,4.963,no"
"726,21321,31,admin.,married,university.degree,no,no,aug,19,35,10,0,nonexistent,93.444,4.963,no"
"727,21322,35,admin.,married,university.degree,no,no,aug,7,1364,2,0,nonexistent,93.444,4.963,no"
"728,21323,49,blue-collar,married,high.school,unknown,yes,aug,4,166,6,0,nonexistent,93.444,4.963,no"
"729,21324,30,admin.,married,university.degree,no,yes,aug,5,286,3,0,nonexistent,93.444,4.963,no"
"730,21325,55,blue-collar,married,basic.4y,unknown,yes,aug,13,213,3,0,nonexistent,93.444,4.963,no"
"731,21326,42,admin.,divorced,university.degree,no,yes,aug,25,59,3,0,nonexistent,93.444,4.963,no"
"732,21327,31,admin.,single,university.degree,no,yes,aug,18,207,4,0,nonexistent,93.444,4.963,no"
"733,21328,32,technician,married,high.school,unknown,yes,aug,11,73,6,0,nonexistent,93.444,4.963,no"
"734,21329,37,technician,single,university.degree,unknown,no,aug,13,1559,5,0,nonexistent,93.444,4.963,no"
"735,21330,49,admin.,married,high.school,no,yes,aug,1,194,2,0,nonexistent,93.444,4.963,yes"
"736,21331,49,unknown,married,high.school,unknown,no,aug,19,192,6,0,nonexistent,93.444,4.963,no"
"737,21332,40,technician,married,high.school,no,no,aug,4,304,3,0,nonexistent,93.444,4.963,no"
"738,21333,37,admin.,single,university.degree,no,no,aug,31,89,6,0,nonexistent,93.444,4.963,no"
"739,21334,45,admin.,married,high.school,no,yes,aug,14,124,3,0,nonexistent,93.444,4.963,no"
"740,21335,31,technician,married,professional.course,unknown,yes,aug,30,67,2,0,nonexistent,93.444,4.963,no"
"741,21336,33,admin.,single,university.degree,no,yes,aug,5,174,4,0,nonexistent,93.444,4.963,no"
"742,21337,45,admin.,married,high.school,no,no,aug,8,457,8,0,nonexistent,93.444,4.963,no"
"743,21338,53,technician,married,university.degree,unknown,yes,aug,26,405,11,0,nonexistent,93.444,4.963,no"
"744,21339,55,blue-collar,married,basic.4y,unknown,no,aug,24,350,4,0,nonexistent,93.444,4.963,no"
"745,21340,30,admin.,single,university.degree,no,no,aug,2,123,4,0,nonexistent,93.444,4.963,no"
"746,21341,37,admin.,married,university.degree,no,yes,aug,5,395,3,0,nonexistent,93.444,4.963,no"
"747,21342,44,blue-collar,married,basic.9y,unknown,yes,aug,26,312,3,0,nonexistent,93.444,4.963,no"
"748,21343,44,services,married,basic.4y,unknown,yes,aug,31,779,7,0,nonexistent,93.444,4.963,no"
"749,21344,45,admin.,married,university.degree,no,yes,aug,17,92,12,0,nonexistent,93.444,4.963,no"
"750,21345,30,admin.,single,university.degree,no,yes,aug,25,374,12,0,nonexistent,93.444,4.963,no"
"751,21346,42,admin.,married,high.school,unknown,yes,aug,24,76,4,0,nonexistent,93.444,4.963,no"
"752,21347,34,technician,single,high.school,no,yes,aug,2,119,3,0,nonexistent,93.444,4.963,no"
"753,21348,38,technician,married,professional.course,no,no,aug,20,296,2,0,nonexistent,93.444,4.963,no"
"754,21349,50,blue-collar,married,basic.4y,no,yes,aug,23,193,5,0,nonexistent,93.444,4.963,no"
"755,21350,32,technician,single,professional.course,no,yes,aug,28,87,5,0,nonexistent,93.444,4.963,no"
"756,21351,48,entrepreneur,married,basic.9y,unknown,yes,aug,17,243,7,0,nonexistent,93.444,4.963,no"
